Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Key
Al Stewart	Accident On Third Street	TRNIPZH128F92F9640	G major	0.8643151738020085	D major	0.8592327968666409	B minor	B minor
West End Orchestra & Singers	Prologue(Little Shop Of Horrors)	TRNISHR12903CA92B1	G minor	0.771776168574551	G major	0.8227273800805112	G major	G major
Kim English	Nothing's Impossible (ATFC Dub)	TRNIUMY128F93084A8	B minor	0.9011961879035776	B minor	0.8752666141680845	D major	B minor
Paul Mauriat And His Orchestra	My Way (Comme D'Habitude)	TRNIXQL128F1463B9E	D major	0.9400522231375118	D major	0.9509731964209279	A major	D major
Mad Season	River Of Deceit	TRNJAMX128F427078A	C major	0.7679444574267513	G major	0.8426486305162495	D minor	D minor
Jim Brickman;Donny Osmond	Love Of My Life	TRNJCDK128F428AE37	C major	0.8996282391802299	C major	0.8972861105676183	E minor	C major
JET	Look What You've Done (Album Version)	TRNJELH128F429525D	F major	0.9012509541184153	A minor	0.8711118496017238	C major	C major
Londonbeat	You Bring On The Sun	TRNJFAN128F42910B7	D minor	0.9179947504865668	D minor	0.8873007993032226	F major	D minor
The Radio Dept.	Messy enough	TRNJIQC12903CB647B	C# minor	0.8792341434698632	C# minor	0.8518325243309388	E major	C# minor
A-Ha	Take On Me (Album Version)	TRNJKKS128F14744B0	A major	0.903116570234929	A major	0.9117254563966483	F# minor	A major
Frankie HI-NRG MC	I Trafficati Vs Der Kommissar	TRNJLQB128F42AD03A	A minor	0.9332996388094428	A minor	0.8266289967474529	C major	A minor
Empire State Human	Love Is a Stranger (album cut)	TRNJQPE128F9304848	F major	0.8900763245350753	C major	0.8719786589065254	C major	C major
Alain Bashung	Week-End Doux	TRNJRZI128F931EC9F	G major	0.8574049559802152	G major	0.8846625278384533	C major	G major
Ottawan	Hands Up (Give Me Your Heart)	TRNJUBR128F92F7A7D	F minor	0.8919928482324876	E- major	0.8250169722270306	F minor	F minor
Kid Crème	Doing my own Thing // Remixes	TRNJYBN128F422A336	F# minor	0.5794246044816763	B major	0.6474808980439088	C# minor	C# minor
De Mens	Ergens Onderweg	TRNJZXU128F422695C	C major	0.8576801776021965	G major	0.8599826877361382	G major	G major
Beatles Tribute	And I Love Her	TRNKBYV128F4248A2F	A minor	0.667963737056511	E major	0.6830396945925062	F# minor	F# minor
Argent	Hold Your Head Up	TRNKECG128F92DF5F8	D minor	0.7754092649433991	D major	0.8274373103746652	G major	G major
Tony Joe White	One Hot July (String Ensemble)	TRNKFMN128F1491180	A minor	0.8936230839788046	A minor	0.9140752598776344	E minor	A minor
Helmut Krauss	Dialog aus dem Film	TRNKFRI128F42BC551	C minor	0.882810720545119	C minor	0.7618232239541077	C minor	C minor
Rocky Orchestra	Gonna Fly Now	TRNKIGB128F42A120D	A minor	0.8363936084713078	A minor	0.8412138386379462	C major	A minor
Daryl Hall & John Oates	Kiss On My List	TRNKJPR128F4285066	C minor	0.7414766797326218	C major	0.8961788220953554	G minor	G minor
Baracuda	I Leave The World Today - Special D. Remix Edit	TRNKLFP128E0786B61	D minor	0.7873850161718384	A minor	0.752400655884972	G minor	G minor
The Treacherous Three / Kool Moe Dee	Turn It Up	TRNKLTF12903CAC374	G minor	0.7528207136222742	G minor	0.8506402375681099	G minor	G minor
Bloom 06	Blue (Da Ba Dee)	TRNKODD12903CB74A2	G minor	0.8720068420728951	G minor	0.8627850634196742	B- major	G minor
Joris Delacroix	Feelings	TRNKQKE128F92E9C77	D minor	0.850911697406972	D minor	0.9357483362516408	D minor	D minor
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
Streetwize	My Name Is	TRNKTZZ128F930A585	E- major	0.7122707323620112	B- major	0.6000753993531912	F minor	F minor
Sam & Dave	Hold On_ I'm Coming  (LP/Single Version)	TRNKWRK128E07856E3	G# minor	0.7582260942029105	G# minor	0.8135390474214051	G# minor	G# minor
Nick Straker	A Walk In The Park	TRNKWWC128F932FA78	F major	0.860931821471938	F major	0.9642605511757659	F major	F major
Royal Philharmonic Orchestra	"Up Where We Belong (from ""An Officer And A Gentleman"")"	TRNKXTE128F933D965	G major	0.7350060017668699	D major	0.7672808247776766	E- major	E- major
Sarah McLachlan	Sweet Surrender	TRNLAYI128F42AE1C1	A major	0.9595325415757374	A major	0.8679966955065115	F# minor	A major
Tomas Andersson	The Other Day	TRNLBPK128F423AF1F	G minor	0.7286061460296834	G minor	0.8542518177816424	G minor	G minor
Plump DJs	Torque of The Devil	TRNLFPS128F427027E	A- major	0.9503012670790112	A- major	0.7687146058206904	F minor	A- major
Hardrive feat. L.G.	Sindae (Masters At Work Dub)	TRNLFSA128F4263651	D major	0.7900527155134364	A major	0.7968651065579823	D major	D major
John Legend	P.D.A. (We Just Don't Care)	TRNLFYZ128F42B3224	B major	0.8810963389782822	E- minor	0.8577719381737924	G# minor	G# minor
Scott Joplin	Fig Leaf Rag	TRNLKET12903CAC7CD	B- major	0.8708566740311491	B- major	0.963077269703273	G minor	B- major
Boggle Karaoke	(Everything I Do) I Do It For You (In The Style Of 'Bryan Adams')	TRNLKPY12903CBAAF8	C# major	0.902046883679475	C# major	0.9291946891119146	D- major	C# major
Carrie Underwood	Cowboy Casanova	TRNLQMC128F9313F49	D minor	0.8911708117834427	D minor	0.8868012369908903	D minor	D minor
Jason Donovan	Any Dream Will Do	TRNLRDO128F1481FDF	C major	0.9028013548089109	C major	0.9572544551623495	G major	C major
Delays	Love Made Visible	TRNLSJS128F4238559	B major	0.8815973524120752	B major	0.9618169355921964	G# minor	B major
Avril Lavigne	Anything But Ordinary	TRNLVZB128F42A4ADB	C major	0.8482309742762912	C major	0.9365975844845288	G major	C major
Eugenio Finardi	Extraterrestre	TRNLWEN128E078C89F	G major	0.84687294574259	D major	0.8595111471404148	C major	C major
Cinderella	Gypsy Road	TRNLYPH128F14989B0	E minor	0.7828485708896029	E major	0.8270285895614576	D major	D major
Fear Factory	Edgecrusher - Album Version	TRNLZYM128F4294EFD	D minor	0.4209068471389307	A major	0.6093847979230151	B- major	B- major
Bee Gees	The British Opera [Mono Album Version]	TRNMALC128F9324454	A minor	0.8917076010548631	A minor	0.7917728262172884	D minor	A minor
Ana Gabriel	Sin Miedo A La Verdad	TRNMALH128F42481BF	G major	0.8917550863175111	G major	0.9698124470492164	C major	G major
Alex M.	Let The Music	TRNMDDJ12903CB8492	B- major	0.8155334340946315	G minor	0.8930040853427215	E- major	E- major
Leana	Soul Seekerz Remix	TRNMDNK128F428F50A	E- major	0.78354414882379	E- major	0.8413018764588187	B- minor	E- major
Roger Whittaker	Wenn es dich noch gibt	TRNMFYR128F428C4B1	B- major	0.9073136197310917	B- major	0.8198783103337073	D minor	B- major
Frankie Valli	Can't Take My Eyes Off You (LP Version)	TRNMGDM128F429B993	E major	0.8895673441686126	E major	0.9163380223241298	E major	E major
Ann Hampton Callaway;Laura Benanti;Michael Gruber;Everett Bradley	Medley	TRNMLOC128F4266D65	A- major	0.8295675014692451	A- major	0.9691264431104781	A- major	A- major
I'm From Barcelona	The Saddest Lullaby	TRNMPSX128F1472309	D major	0.8372434533778803	A major	0.8437415114094701	A major	A major
Avril Lavigne	I Don't Have To Try	TRNMRWP128F931DF85	B major	0.8430297028262479	B major	0.8929493490752276	E major	B major
Virtuoso	Yö enkelten	TRNMVWB128F4298F9C	B minor	0.8111050987343064	B minor	0.8005823859029323	D major	B minor
datA	Leaves	TRNMWTG128F93373B3	F# minor	0.8656192229388752	C# minor	0.8594412640769254	E major	E major
Shel Silverstein	The Little Blue Engine	TRNMXXV128F426FED4	B- major	0.9449305591009219	B- major	0.9027912653184293	F major	B- major
Pulsedriver	Evolution	TRNNAQQ128F931C10B	F minor	0.8163921417333606	F major	0.8484070034651098	B- major	B- major
Bruce Springsteen	Secret Garden	TRNNCPB128F92D307D	C major	0.8716504151802765	C major	0.9606625109217068	G major	C major
Luxuria	Animal In The Mirror	TRNNGFP128EF365C8C	F# minor	0.8058053103931626	C# minor	0.8909236297216232	E major	E major
Christie Hennessy	Can This Be All There Is To Love?	TRNNHDU128F146E068	D minor	0.4920161587580764	D minor	0.6645327390184553	D minor	D minor
B.J. THOMAS	I Need To Be Still [And Let God Love Me] [Remastered]	TRNNIVE12903CE30F6	G major	0.9099378833683938	G major	0.8487479873829957	G major	G major
Brooks & Dunn	I've Got A Lot To Learn	TRNNJAH128F42921DC	G major	0.859206758083078	G major	0.8399998473683199	C major	G major
Britney Spears	Womanizer	TRNNJBE128F92FFCB4	C# minor	0.7160988031281708	C# minor	0.889559919862293	E major	C# minor
Sue Keller	Cool Yule	TRNNJHB128F42961A9	E- major	0.8823513823558743	E- major	0.9003095613144215	E- major	E- major
Ofra Haza	One Day	TRNNMSA128F4292665	F# major	0.9108465406306137	C# major	0.9088215954193645	F# major	F# major
Morgan Page	Falling For You (Original Mix)	TRNNNQY128F92D9DE6	B major	0.8774878784707035	B major	0.9396333199062883	F# minor	B major
The Dubs	Don't Ask My (To Be Lonely) (Live in Pittsburg)	TRNNODP128F148B6AC	D minor	0.9003676360751836	D minor	0.8875958767920479	D minor	D minor
Los Pasteles Verdes	Esclavo y Amo	TRNNOGX12903CAD9F9	B minor	0.9292195328831165	B minor	0.9251619867724574	F# minor	B minor
Black Uhuru	Vampire	TRNNOSG128F42641DC	D minor	0.748595820518723	A minor	0.8980836212951617	D minor	D minor
Faces	Devotion (LP Version)	TRNNQIM128F9341D3C	C major	0.9003650535657807	C major	0.8732077910022699	A minor	C major
The Box Tops	The Letter	TRNNSQP12903CF9F27	A minor	0.6478354535203978	A minor	0.7794733692078724	E minor	A minor
Franco Battiato	La Cura	TRNNTIR128F9316657	G major	0.8748643571062842	D major	0.891175770884011	F# minor	F# minor
Taylor Swift	You're Not Sorry	TRNNUMY12903CBA308	B major	0.8114795688208546	F# major	0.897244772155702	F# major	F# major
Gabor Szabo	If I Fell	TRNOCBX128F9319120	D major	0.8794176739636685	D major	0.9254934913167868	D major	D major
Sam and Dave	I'm A Soul Man	TRNOJKI128F92FE972	C major	0.7361510548272144	G major	0.8077202212466599	C major	C major
Spyro Gyra	Morning Dance	TRNOLQI128F149C5B9	F major	0.9625196872754159	F major	0.9306443613877671	C major	F major
Archies	Sugar Sugar	TRNONPQ128F424EAD1	D major	0.8561779715810193	D major	0.988358832669977	D major	D major
Haddaway	Life (Club Life)	TRNONQX128F42A158A	C minor	0.8461945462233521	C minor	0.7965021328913505	C minor	C minor
883	Sei Un Mito	TRNORDF128F149ED9B	F major	0.9036950991091204	C major	0.8576331917768356	A minor	A minor
Thieves Like Us	Drugs In My Body (Just A Band Remix)	TRNORLW128F92F13D5	B- major	0.8830750530221897	D minor	0.8697890281804315	D minor	D minor
The Beatles Revival Band	Penny Lane (Live)	TRNOTEW128F92FFA53	B minor	0.8929678927790543	B minor	0.8122268962448783	F# minor	B minor
Boyzone	Picture Of You	TRNOWIK128F92F0026	C major	0.9022985617322749	C major	0.8848420329293929	C major	C major
Super Flu	Cool Down	TRNPDMV128F4229B04	D major	0.7716450861069539	F# minor	0.7455753302627797	C major	C major
Bangbros	Highflyer	TRNPERA12903CD5A4D	B- major	0.8749671318711968	B- major	0.8688145449897486	E- major	B- major
Jacob Miller	Unfinished Symphony	TRNPKTG128F9336885	C major	0.9056993192997814	C major	0.9435826348464265	C major	C major
Music from the World of Osho	Heart Like The Sun	TRNPKVP12903CF9F49	F major	0.848326256542311	F major	0.932226791266129	F major	F major
Monday 2 Friday	Wishing Well	TRNPLAK128F92F7FDC	F# major	0.8784542963309984	F# major	0.8364539334665363	B major	F# major
Darren Bailie	Protect Your Mind 2009 (Braveheart)	TRNPLJL128F93422E5	F major	0.6354676156347993	A minor	0.7205174791673158	A minor	A minor
Gene Farris	Visions of the Future	TRNPMCX12903CB022C	D minor	0.731172437704144	D minor	0.8314387897194147	D minor	D minor
Derrick Morgan	Spanish Harlem	TRNPMGY12903CDF1F6	D major	0.887725844569783	D major	0.9365616696652821	F# minor	D major
Marisa Monte	Bem Que Se Quis (E Po' Che Fa')	TRNPPFX128F148758D	E- major	0.9154386289642293	E- major	0.984360298317403	B- major	E- major
Digitalism	Pogo (On The Road To Paris Version)	TRNPPGA128F4295AEE	B- major	0.8987927998306212	B- major	0.9703014204502526	C minor	B- major
Surface	Never Gonna Let You Down	TRNPPRK128F4265D50	E- major	0.8821543674435341	E- major	0.8520677269583433	B- major	E- major
Feargal Sharkey	A Good Heart	TRNPPTP128F428E0A7	E- major	0.8815549817513842	B- major	0.9423882923072465	F minor	F minor
Crowded House	Don't Dream It's Over (Live)	TRNPQXQ128F428F6B4	A- major	0.8450994202024755	E- major	0.9160933571341311	E- major	E- major
Bee Gees	How Can You Mend A Broken Heart [Live - Las Vegas 1997] (Album Version)	TRNPRWX128F4243137	E major	0.9385248688833239	E major	0.9504547964031336	E major	E major
Floyd Cramer	(These Are) The Young Years	TRNPWAR128F428AD71	B- major	0.7418732628416697	D minor	0.7864735423385923	C major	C major
The Pop Moon Group	Cara Maggie	TRNPYQI128F427162E	E major	0.902511652085727	E major	0.9836910054526935	E major	E major
Michael Gray	The Weekend	TRNPZWV128E0788BDA	B minor	0.7805620444463028	B minor	0.8362401408480968	B minor	B minor
Yanni	End Of August	TRNQCVY128F428A896	C# major	0.9845000385409184	C# major	0.9048630137591446	A- major	C# major
London Symphony Orchestra / Claudio Abbado	Entracte (between Act II & III)	TRNQFQV128F930754D	E- major	0.8903412831981925	E- major	0.9658958487640956	B- major	E- major
Shades of Rhythm	Getting Away	TRNQGMM128F428E88F	D minor	0.9503924570687587	D minor	0.8550509106857371	F major	D minor
Cardio All-Stars	Love Game (as made famous by Lady GaGa)	TRNQHJP128F92FD73C	B minor	0.7839343093044874	B minor	0.8202535878473322	D major	B minor
Koop	Glömd	TRNQHNR12903CB7880	B minor	0.8409903140659337	F# minor	0.8704986634775079	F# minor	F# minor
Kitaro	Utopia	TRNQHQX12903CDD740	C major	0.9584305772675111	C major	0.9370790874286834	F major	C major
Banda Machos	Cuando fuiste mia	TRNQIAC128F148BBB7	D major	0.877133417169738	A major	0.8621898613660203	A major	A major
CDM Project	The Rhythm Of The Night	TRNQIBU128F92DDEBE	F minor	0.8974176365228997	F minor	0.71497858844747	C minor	F minor
Edoardo Bennato	Così Non Va_ Veronica	TRNQKUA128F42A9040	B- major	0.8774662529224704	B- major	0.9907452592043431	F major	B- major
Mihalis Safras	Bongie	TRNQMGD128F9346833	B- minor	0.5690657563070698	B- minor	0.6080995671660467	F# major	B- minor
Deluxe	Es Verdad	TRNQNLQ128F4282113	A major	0.8632469847814646	A major	0.9737714965816329	F# minor	A major
MercyME	No More No Less	TRNQQOS128F42AE017	E major	0.9000014781618177	E major	0.9747630102723678	E major	E major
Peter Schilling	Engelsflügel	TRNQSMS128F14A9E0E	A minor	0.8491445429608009	E minor	0.8278090978457199	E minor	E minor
Dan King	Romeo and Juliet	TRNQTLJ128F930577B	F major	0.877811410345575	F major	0.9597433057523038	D minor	F major
Stevie Wonder	Part-Time Lover	TRNQWAD128F92CC984	B- minor	0.8778555494541994	B- minor	0.9127148769238055	B- minor	B- minor
Renzo Arbore	Ma La Notte No (Live)	TRNQWUF128F4280FF6	C major	0.8714075670777913	G major	0.8776776076231219	D minor	D minor
ATB	Hold You	TRNQXNV128F14A0036	F major	0.6354676156347993	A minor	0.7205174791673158	A minor	A minor
Thelonious Monk Septet	Abide With Me	TRNQXSW128F93238DD	E- major	0.9271262458112007	E- major	0.9824878636020613	G minor	E- major
Yazoo	Situation (Hercules And Love Affair)	TRNQYRM128F42559E4	F# minor	0.7293028657163273	C# minor	0.9081435482746514	E major	E major
U2	Pride (In The Name Of Love)	TRNQYVK128F932A828	E major	0.838222659586976	E major	0.8167244427407455	E major	E major
THE CHIFFONS	He's So Fine	TRNRAPI12903CDF679	G major	0.8866629503358616	G major	0.9763123392248227	A minor	G major
Chilled Jazz Masters	I'm Still in Love With You	TRNRBHL12903CEB825	C major	0.8128321270680591	G major	0.9181705675132471	G major	G major
Culture Beat	Your Love	TRNRFON128F4253625	A minor	0.825984421173816	A minor	0.9565525968791281	A minor	A minor
Limahl	Never Ending Story	TRNRKLE128F930F8FB	G minor	0.8066290261121261	G minor	0.7893253500092019	C minor	G minor
Bobby Vinton	Mr. Lonely	TRNRKRS128F42640AE	A minor	0.6256579655301869	A minor	0.7336115333701289	E minor	A minor
Bee Gees	Jive Talkin'  [Live] (Album Version)	TRNRKUO128F42431DF	F major	0.8695785088482434	C major	0.9175616756027491	C major	C major
James Last	A Whiter Shade Of Pale	TRNRMXA128F42598AC	C major	0.9309176246371461	C major	0.8770103318226402	C major	C major
Artist	Song	Id	Aard_key	Aard_r	KS_key	KS_r	Trevor_key	Trevor_key
Gigi D'agostino	L'Amour Toujours	TRNRMXI128F427FCC4	G major	0.8929581887087631	D major	0.8669034658136587	D major	D major
Sparklehorse	Knives Of Summertime	TRNRQLX128F1483677	E minor	0.7497186933964897	E minor	0.8971717353179215	E minor	E minor
Emmylou Harris	Casey's Last Ride	TRNRTAG128F92EDC17	D major	0.8728510803317339	A major	0.9034874011273432	D major	D major
Rockwell	Somebody's Watching Me	TRNRUVQ128F147CD09	F# minor	0.7293028657163273	C# minor	0.9081435482746514	E major	E major
Jamie Dee	So Good	TRNRUYO128F92DC96C	E major	0.8915064117189727	E major	0.9099174088081825	E major	E major
Mariah Carey	Through The Rain	TRNRXEP128E0785EAD	A- major	0.853726946686444	A- major	0.9074818553123195	A- major	A- major
B-Real	This Is How We Ride	TRNRZIT128F4246E00	C major	0.7222615114348766	E minor	0.8853178475720781	E minor	E minor
Peter Pupping	Spanish Eyes	TRNSBIT12903CB09AB	C minor	0.5769095427354768	C minor	0.5857876059666051	G minor	C minor
Brenda Lee	Heart In Hand	TRNSCPZ128F1456736	A minor	0.838550701069441	A minor	0.8519921399226126	A minor	A minor
Tom Petty	The Golden Rose (Album Version)	TRNSCQT128F1480E56	A minor	0.8839346407895543	G major	0.7652983079472526	A minor	A minor
Julee Cruise	Falling (Album Version)	TRNSFVL12903CC44B6	F major	0.9189406280103078	F major	0.9427114254469926	F major	F major
Klaus Hallen Tanzorchester	Uncle John From Jamaica	TRNSGRG128F9326784	C major	0.8782638767784192	C major	0.9764978957565076	A minor	C major
Safri Duo	Fallin' High	TRNSGVZ128F93267E9	G minor	0.8957017801716618	G minor	0.9138851985521305	D minor	G minor
Space	Carry On Turn Me On	TRNSHLG128F9365887	B minor	0.7496321007806399	B major	0.7701457708884746	E major	E major
Frida	Come To Me (I Am Woman)	TRNSHMP128F92E17DF	B minor	0.86613364436945	B minor	0.7982755999189267	D major	B minor
Spice Girls	Viva Forever (Radio Edit)	TRNSIFR128F429CCFA	F# major	0.8152381002897962	F# major	0.815966502314545	C# major	F# major
Dab Hands	Supergood 07	TRNSIMN128F4284C46	G major	0.8515291085767014	B minor	0.882143674808102	B minor	B minor
Zucchero / Paul Young	Senza Una Donna - Without A Woman	TRNSKLA128F149F1F3	D major	0.9311920222426628	A major	0.8862879121767994	F# minor	F# minor
Final Cut	And I Love Her	TRNSORC128F930659C	A major	0.8137357773718871	A major	0.8302288423220813	B minor	A major
Two Pounds	Jano	TRNSPEF12903CF2526	F minor	0.8085101622859199	C minor	0.9355373608623879	A- major	A- major
New Birth	The Long and Winding Road	TRNSSHH12903CECE45	E major	0.8609403935217794	E major	0.904840561185864	E major	E major
Anita Ward	Ring My Bell	TRNSUDU128F935E831	C minor	0.8934106750912479	C minor	0.9160137872940174	C minor	C minor
Spencer Parker	YOGOTO	TRNSVBG128F92DC716	B- minor	0.7843723075830982	B- minor	0.9443797536192138	B- minor	B- minor
Westlife	Come Fly With Me	TRNSVHN128F428D858	B- major	0.843013484123636	B- major	0.9215940701759346	F major	B- major
US3 Featuring Rahsaan And Gerard Presencer	Cantaloop (Flip Fantasia)	TRNSWXZ128F9306166	B- minor	0.7715581881673691	F minor	0.897975106476837	C minor	C minor
Club 8	Everything Goes	TRNSXNF12903CB64FA	D major	0.748197931019739	D major	0.9486725776041984	D major	D major
Despistaos	Estrella	TRNSXUB128F4277C9E	D major	0.9097783587716164	D major	0.8864316316348071	D major	D major
Philippe Rochard	This Record (Will Be Played In A Club)	TRNSYON128F14A111A	B- major	0.7542453860704891	F major	0.8804622096337206	F minor	F minor
Nas	The Cross	TRNTBSO128F426763D	C# minor	0.7989773739103738	A- major	0.6957028525568475	E major	E major
THERION	Up to netzach	TRNTEAG128F14A141B	F major	0.7764998882235892	C major	0.9522686486724339	C major	C major
Kool & The Gang	Fresh	TRNTJOQ128E0794306	B minor	0.9039380034772111	B minor	0.9436299014093045	B minor	B minor
Gary Puckett & The Union Gap	Lady Willpower	TRNTKJE128F92F2E27	C minor	0.698680095686637	G minor	0.7786316487526577	D minor	D minor
Deep Purple	Bad Attitude	TRNTKMT128F42693CF	B minor	0.8552435219068748	E major	0.7775538023845737	B minor	B minor
Wham!	Freedom	TRNTKPZ128F425A80C	C major	0.9634778658134	C major	0.9389451942866421	G major	C major
Joe Satriani	Cryin'	TRNTLWX128F426AD0C	A major	0.8339322332621685	E major	0.9386922526703262	E major	E major
The Juan MacLean	Tonight	TRNTMLI128F93358EB	C# major	0.46773968076728395	A- major	0.6512089019450205	E major	E major
Tracy Lawrence	I'd Give Anything To Be Your Everything (LP Version)	TRNTOAF12903D06F4A	C major	0.7548841658526415	G major	0.8358363193912175	C major	C major
Martha Argerich	Sonatine: Mouvement de menuet	TRNTQSV128F4259A67	C# major	0.8370181643956103	C# major	0.8928366939905455	D- major	C# major
The Advantage	Castelvania - Intro + Stage 1	TRNTUMJ128F9327472	G minor	0.7334801040447769	D minor	0.8361228007348844	D minor	D minor
Leif Ove Andsnes	Lyric Pieces_ Bk III Op. 43: I. Butterfly (Schmetterling)	TRNTVGG128F9335943	F# minor	0.8279835693764963	F# minor	0.8453564776158494	F# minor	F# minor
Big City Orchestra	Untitiled	TRNTVPM128F4220067	A major	0.8056086083253262	C# minor	0.8125053696366074	A major	A major
Euge Groove	The Last Song (Album Version)	TRNTXYN12903CCF25E	B- major	0.8688637948754844	B- major	0.9730406396455442	B- major	B- major
Blessid Union Of Souls	I'll Be There	TRNUAEE128F9334F39	D major	0.792726996185481	A major	0.7506034791965379	E minor	E minor
Moby	Hymn [LP Version]	TRNUCGL128F42390EF	C minor	0.7588183893142846	C major	0.7299385510752208	C minor	C minor
Lazard	I am Alive	TRNUEGL128F4286DEC	C major	0.8250837252292764	C major	0.8080769325633895	F major	C major
Alejandro Sanz	Te lo agradezco_ pero no (Soft reggaeton remix by Carlos Jean)	TRNUHCF128F4229366	A minor	0.9316512914490838	A minor	0.9065629446741773	E minor	A minor
Grupo Batuque	Berimbal (Capoeira)	TRNUIAT128F92ED447	E minor	0.8766080602088493	G major	0.8790878782595904	B minor	B minor
Sentenced	Digging The Grave	TRNUIZU12903CF44D3	A minor	0.7890567754280011	E minor	0.7806495776902783	G major	G major
Jackson 5	I'll Be There	TRNUKCN128F146DBE8	F major	0.9342755656703398	F major	0.9658891587875633	A minor	F major
Leona Lewis	Broken	TRNUKNP128F933D7F7	D major	0.8907134482660832	D major	0.9756251928198801	A major	D major
Alphaville	Big In Japan (Original)	TRNULKQ128F9310C23	F major	0.7994313497721375	D minor	0.7550792976748117	F major	F major
Floyd Cramer	Last Date	TRNUODC128F4291D91	C major	0.8858894618469456	G major	0.8668305804314289	C major	C major
Airscape	My Love	TRNURAD12903CB81E0	A- major	0.843035341663504	E- major	0.9252797749813251	E- major	E- major
Afromental	I've Got What You Need (Intro)	TRNUWTM128F4286AB3	C major	0.8311380822022865	C major	0.8896322941405465	C major	C major
Claude François	Les Choses De La Maison	TRNUZPR128F145E54F	B- minor	0.674338162788394	F major	0.6915116137601119	C minor	C minor
Paradise Boys	The Boys Are Back In Town	TRNVAMQ12903CD16EF	A- major	0.8607937332442276	A- major	0.9336099449043267	A- major	A- major
Muse	Sing For Absolution [Full Length US Remix]	TRNVDLT128F9346325	D minor	0.8087849497178846	D minor	0.625616187256305	D minor	D minor
João Portugal	Remix Quero Abraçar-Te (Dj Alex)	TRNVENH128F426D13A	E minor	0.6743914558505201	B minor	0.8311822214365464	B minor	B minor
Hagen Quartett	Fugue in E flat major_ BWV 876	TRNVGCU128F4264C4B	E- major	0.9541751469056311	E- major	0.9120971073185903	B- major	E- major
Radiohead	Street Spirit (Fade Out)	TRNVGJR12903CBFAEB	A minor	0.8684748889612169	A minor	0.8530740489462737	A minor	A minor
Javier De Galloy	Walk On The Wild Side	TRNVIGF128F92F7E1C	C major	0.9085739131714641	C major	0.9408239041660833	E minor	C major
Shirley & Company	Shame_ Shame_ Shame (Vocal Version)	TRNVMFY128F423499E	G major	0.8711829564186264	G major	0.8948215415861339	G major	G major
The B-Sides	Ask Me Why (As made famous by The Beatles)	TRNVNJD12903CE58BB	E major	0.9111020847642066	E major	0.928000738701949	E major	E major
Montrose	Surrender	TRNVQRU128F429BC6D	A minor	0.8409663897273483	A minor	0.9186546088014697	G major	A minor
Thomas Dolby	She Blinded Me With Science (Extended Version)	TRNVRPZ128E0782C51	E minor	0.6674160422058625	E minor	0.7492860587009789	E minor	E minor
Alaska In Winter	Highlander Pt. 2	TRNVTNS128F92EC6B4	D major	0.9342157553982864	A major	0.8937020346669431	F# minor	F# minor
No Mercy	Kiss You All Over	TRNVZBQ128F42BCBF1	G major	0.869033535853857	B minor	0.8917764409446531	B minor	B minor
Jewel	Intuition (Markus Schulz Coldharbor Mix)	TRNVZWA12903CD677B	C major	0.46272078012605966	G minor	0.7106114396094784	G minor	G minor
Enya	May It Be (Album version)	TRNWAPE128F934BC37	E major	0.7237244866078804	E major	0.6478362725200545	D# minor	E major
Nero	Do You Wanna	TRNWFYP12903CD3DE5	F major	0.8118661189360267	F major	0.9580991241582747	C major	F major
Freddie Mercury	The Great Pretender (Original Single Version) (2000 Digital Remaster)	TRNWGRU128F1460571	C minor	0.6690364557907942	G major	0.7959250651443767	G major	G major
Sli	It's Good To Be A Lover	TRNWGVQ128F4265F46	D major	0.884482862227606	A major	0.8737267897410614	G major	G major
Michael Jackson	Bad	TRNWKTL128F92F318A	B- minor	0.80397388242516	B- minor	0.8139723104034194	B- minor	B- minor
Gabriel Lukosz	Last One Out	TRNWMCQ12903CD2ED4	C major	0.829794749795065	E minor	0.8989483126169093	B minor	B minor
Falco	Out Of The Dark	TRNWNQD128F9336E9F	A minor	0.8790689763288168	A minor	0.9288113287777615	D minor	A minor
Julien Clerc	La Petite Sorcière Malade (Live)	TRNWQBX12903CAD7C5	A minor	0.8726614393968382	A minor	0.7785758912586176	C major	A minor
Cantara	Waiting For The Wind	TRNWWYT128F42A3D52	C# major	0.8829768394875558	C# major	0.9896562336470126	D- major	C# major
Basement Jaxx	Raindrops	TRNWWYV128F93413FD	C minor	0.8948769081782213	C minor	0.8660627239170102	E- major	C minor
Nick Alexander	Evangelize	TRNWXCW128F42816E9	A minor	0.8900820157932423	A minor	0.8261459379161941	E minor	A minor
The Mavericks	All You Ever Do Is Bring Me Down	TRNWXLD128F92F673C	A major	0.832648473643688	C# minor	0.8789080923528622	A major	A major
Franco Battiato	Bandera Blanca	TRNXDMM128F427AE45	C# major	0.8370159016844545	C# major	0.9768483797624986	D- major	C# major
Alanis Morissette	Hand In My Pocket (Album Version)	TRNXDNV128F14531FC	C major	0.6663749949890861	G major	0.87854993368307	G major	G major
Elton John	First Episode At Hienton	TRNXEMM128EF342BD1	G minor	0.8651346573506952	D minor	0.8235800267639809	B- major	B- major
The Jack Stafford Foundation	Intonatio cum lacrima	TRNXFJU128EF365E9E	G major	0.9490296840216981	G major	0.9500859108965519	E minor	G major
