Artist	Song	Id	Key
JJ Flores & Steve Smooth feat. Alex Peace	Sex Fiend (Hatiras Remix) (Hatiras Remix)	TRMCTUL12903CF6FB0	D_minor
The Doobie Brothers	Takin' It To The Streets	TRMCYQJ128F426EAEC	F_major
Sade	By Your Side	TRMCYUT128F4259E78	B_major
Crazy Girl	The Rebel	TRMDDUT128F933222E	Eb_major
Charlie Daniels	The Devil Went Down To Georgia	TRMDEEX12903CE94A0	D_minor
Travis Tritt	Burning Love (Album Version)	TRMDFOY12903CAE455	F#_minor
Eagles	How Long	TRMDFXX128F428C75C	C_major
The Human League	Human (2003 Digital Remaster)	TRMDHVI128E0788D64	Db_major
Alaska In Winter	Streetgang Pt. 2	TRMDIWW128F92EC784	C#_major
Marconi Union	Endless Winter	TRMDLUK128F92FEB9F	C_major
Polly Scattergood	I Am Strong	TRMDMPK128F92F91FD	C_major
The Last Goodnight	In Your Arms	TRMDOCN128F426A712	F_major
Kikki Danielsson	Somebody Else Will	TRMDQMY128F92E4ADE	F_major
Anders Johansson	Save You	TRMDSZE128F428CD41	F_major
Stevie Wonder	Part-Time Lover	TRMDYGQ128F14963D6	Bb_minor
Shane MacGowan And The Popes	Paddy Public Enemy No. 1	TRMEALU128F428E574	G_major
Showaddywaddy	Three Steps To Heaven	TRMEAOD128F92D0C94	E_major
Ismaël Lo	Dabah	TRMEBGS128F42B7C5A	A_minor
DJs@Work	Your Love (Full Vocal Mix)	TRMEBIT128F4293733	E_major
Britney Spears	Toxic	TRMEBYQ128F932FEFF	C_minor
Fredi	Puhu hiljaa rakkaudesta	TRMEDQG128F422847A	G_minor
Geri Halliwell	Look At Me	TRMEHFC128F422D986	A_minor
Magazin	Put putujem	TRMEKQH12903CE2CE7	E_major
Bianca	Sterne über den Bergen	TRMELKQ128F42A2B88	C_major
Antonio Vivaldi	Concerto N.4 In F Minor Largo Op.8 : Winter	TRMEMHO12903CB27B9	Eb_major
Ultrabeat	Energy Boost	TRMEPLC128F429C2DC	F_major
David Bisbal	Corazon Latino	TRMERRE128F93353B9	A_major
Simply Red	Thrill Me	TRMESDG12903CDE089	A_minor
Parzivals Eye	Face My Fear	TRMEVRN12903C97B67	E_minor
Collective Soul	Crown (LP Version) & She Said (Hidden Bonus Track)	TRMEYIR12903C9ABB9	E_major
Feel Feat. Tiff Lacey	Loved U 2 Much	TRMEYLY128F930664F	Eb_major
Nomadi	Gli Aironi Neri (Live)	TRMFAAX128E0787836	D_major
Roberta Flack and Peabo Bryson	Killing Me Softly With His Song [Live Album Version]	TRMFBTH128F9342264	C_minor
Arnaud Le Texier	My Cyclope Dog	TRMFDSY128F92EE8B4	E_minor
Mariah Carey	Without You	TRMFEPK128F4266F29	G#_minor
Guru Josh	Popcorn	TRMFEWX128F428D6E3	F_minor
Steely Dan	Babylon Sisters	TRMFGCK128F42B994D	Bb_major
Rainbow	All Night Long	TRMFJHV128E0793D52	G_minor
Hitmakers_ Inc.	Disturbia (as made famous by Rihanna)	TRMFKYL12903CE2D2C	A_major
Toy-Box	Best Friend	TRMFLJW128F92DD8D5	Db_major
Gary Moore	Picture Of The Moon	TRMFLQB12903CE56C2	F_major
Ekkehard Ehlers	Plays John Cassavettes Pt. 2	TRMFLQM12903CBABA6	A_minor
Ashlee Simpson	Pieces Of Me	TRMFOLO128F424A0FC	B_minor
Gerry & The Pacemakers	Ferry Cross The Mersey (Mono Version) (1997 Digital Remaster)	TRMFRQT128F1462976	B_major
Warren Clarke feat. Kathy Brown	Over You [ATFC Club Mix]	TRMFSTP128F4249513	G_minor
Rod Lee	Hay	TRMFVSO12903CA8FDA	F#_major
Brett Anderson	Dust And Rain	TRMFXYC128F14AF403	E_minor
Udo Lindenberg	Die kleine Zockerin	TRMFYYU128F933FED5	D_minor
Paolo Nutini	Candy	TRMGAAS128F93141FA	E_minor
Freddie Jackson	Do That to Me One More Time	TRMGBWD128F930F948	E_minor
Alphaville	Big In Japan - Best Of-Version	TRMGDGG128E078B3E2	F_major
Nightwish	Sacrament Of Wilderness	TRMGDIG128F933EB81	A_major
Sue Keller	Winter Wonderland	TRMGDUJ128F4276995	G_major
Iron & Wine	Flightless Bird_ American Mouth [Live] (Twilight Soundtrack Version)	TRMGGKR128F932B975	E_major
The Grass Roots	Midnight Confessions (Album Version)	TRMGMZH128F932AB29	G#_minor
Abba	Kisses Of Fire	TRMGOJV128F92EFECC	E_major
Thelma Houston	Don't Leave Me This Way	TRMGQAF128E078E635	Bb_major
Piano Tribute Players	Apologize	TRMGQZT12903D13E59	C_minor
Too $hort featuring Devin The Dude & Cutty Cartel	Hey Let's Go	TRMGRJI128F42A2225	D_minor
Sonny & Cher	You Baby (LP Version)	TRMGRKK128F147C5F9	C_major
Margo Smith	Love Letters In The Sand	TRMGTJV128F92F00F0	C_major
LaBelle	Lady Marmalade	TRMGUKP128F9305260	D_minor
Dino	Te Lo Legga Negli Occhi	TRMHAVI128F4251C96	F#_minor
Jody McBrayer	Love Can Break Your Fall (Key-E-Gb-Premiere Performance Plus)	TRMHBIC128F9349FED	E_major
Los Llaneros De La Frontera	Huérfanos Por Vida	TRMHEAS128F4252E21	C_major
Lou Pride	Tonight	TRMHJPL128F933B87F	C_major
Genesis	Broadway Melody Of 1974 (2008 Digital Remaster)	TRMHLKI128F92EE930	A_minor
Kellys	Du gav mig livet	TRMHMKE128F428C9A0	F_major
Umberto Tozzi	Gloria (Live)	TRMHNXI128E078C5F8	E_major
Bebo Norman	I Am	TRMHOSK12903CB536A	G_major
The Stranglers	Thrown Away	TRMHPDP128F92FD635	E_minor
Brandy duet with Monica	The Boy Is Mine (Duet With Monica) (LP Version)	TRMHVFF128E078AFCD	E_major
Josh Wink	Dolphin Smack	TRMHVGY12903CB5176	Eb_major
Aqua	Cartoon Heroes	TRMHVXG128F9321308	Eb_major
Copperhead	Drift Away	TRMHXNJ128F4282DC0	B_major
Smokie	I Swear	TRMHYDM12903CBCC40	Db_major
Annet Artani	Alive (Jason Nevins Funkrokr Radio Edit)	TRMIARU12903CE386B	G_minor
Roscoe	Get High Like An Eagle	TRMIBDM128F92E721A	E_major
G4 feat. Sir Cliff Richard	Miss You Nights	TRMIBDQ128F42AD9F8	G_minor
Carrie Underwood	Jesus_ Take The Wheel	TRMIDXH128F92C2012	C#_minor
Jada	Love Is (Love Breeze) (Love Is In The Air 12 Vox)	TRMIHNN12903CC6D44	F#_minor
Status Quo	Sorrow	TRMIJXC128F1471758	C_major
Train	Train	TRMIJXX128F4262FB8	E_minor
Thomas Dolby	She Blinded Me With Science	TRMINCZ128F932A5B6	E_minor
Joy Lynn White	Bittersweet End	TRMINNB128F42624C3	Db_major
The Commitments / Andrew Strong	Mustang Sally	TRMIPJP128C71969AD	C_minor
Collin Raye	April Fool	TRMISNO128F4262087	E_minor
Marianne Rosenberg	Ich bin wie du	TRMIVBP128F4297F50	G_major
Martha And The Muffins	Echo Beach (2002 Digital Remaster)	TRMIWJG128F428E0D0	A_minor
101 Strings Orchestra	Can-Can	TRMIWZV12903CEC404	G_major
Rocky Orchestra	Gonna Fly Now	TRMIXZE128F42A121B	C_major
Alcazar	This Is The World We Live In	TRMIZVH128F42A52F6	D_minor
The Harvest Ministers	I Gotta Lie Down	TRMIZZM128F427F1A7	F#_minor
The Band	The Night They Drove Old Dixie Down (Alternate Mix) (2000 Digital Remaster)	TRMJDSQ128F1460034	C_major
Swamp Dogg	I Want To Hear Some Rock 'N' Roll	TRMJDYK128F93483B4	E_minor
The Ventures	Kicks (with Nancy Sinatra)	TRMJEBF128F4265551	F_minor
Red Fox Grey Fox	From The Land Of Bears_ Ice and Rock	TRMJEJI12903CDCB19	G_major
Mariano Yanani	One	TRMJGDA128F426954E	G_major
Various Artists: Karaoke - Ameritz	Karaoke - Don't Tell Me	TRMJIPB128F42701FE	D_major
Matthew Wilder	Break My Stride	TRMJNGK128F92DF7C9	F_major
Jan and Dean	Surf City	TRMJOBO128F932D580	C_minor
The Presidents of the United States of America	Lump	TRMJSWT12903CA8AE1	F#_minor
Maura O'connell	I Get Lost	TRMJUPD128F92E7217	A_major
Fall Out Boy	The (After) Life Of The Party	TRMJVYS128F932084D	A_minor
Valentino Kanzyani	Simple Things Do Work	TRMKADN128F92F8784	C_major
Ms. Dynamite	Brother	TRMKBTM128E078E223	A_major
Rah Digga	What's Up Wit' That (Amended Version)	TRMKCJK128F92F3D72	E_minor
Rainie Yang	Ban Shu Xuan Yan (OT: Geisha Dream)	TRMKJLA128F93506D2	Ab_major
Orphan Songs	The Young And Brave	TRMKLKN12903CEF6A8	Bb_major
Koffee Brown Featuring Lady Luck	Blackout	TRMKPEI128F930797A	F_minor
The Wilkinsons	Me_ Myself And I (Album Version)	TRMKPJC12903CC505D	D_major
Mary Roos	Hast du auch ein Kind?	TRMKQIE128EF33F7A6	F_major
Blackbyrds	Rock Creek Park	TRMKRCO128F429DA71	F_major
Pierre Pienaar	Daybreak (Original Mix)	TRMKRRL128F4290038	B_major
The Shins	Phantom Limb (Album)	TRMKRWX128F1497123	E_major
Little Tony	Riderà	TRMKWQX128F4251C93	C_minor
Ricky Martin	Popotitos	TRMKWRL128F426A806	A_minor
Dennis Brain/Philharmonia Orchestra/Walter Susskind	Horn Concerto No. 2 in E flat K417 (2008 Digital Remaster): I. Allegro maestoso	TRMKXXE128F42697FF	Eb_major
ATFC	Computer Love [Instrumental Edit]	TRMKYHI12903CB2B39	B_minor
David Ball	What Do You Say To That (Album Version)	TRMLBEM128F9311046	C_major
Swayzak;J.B. Rose	Caught In This Affair	TRMLBKY128F4277381	F_minor
Frøya	To pina colada	TRMLCIX12903CDBF8B	A_major
Sonny fodera	Changes feat Adaja Black (0scar de Rivera Remix)	TRMLGFE12903D14DA6	B_minor
Vanessa Carlton	A Thousand Miles	TRMLGUQ128E07928FE	B_major
MIDIFine Systems	Just Can't Get Enough	TRMLIEJ12903CC6711	G_major
Sascha Barth	Five Eyes	TRMLJDL128F92F7EDC	F#_minor
Patrick Bruel	Combien De Murs	TRMLKWV128F4292F57	F_major
David Sanborn	Straight To The Heart (Album Version-As We Speak)	TRMLLFN12903CC4C6C	Bb_major
Jennifer Love Hewitt	You	TRMLMPL128F92F5EB9	A_minor
Weird Al Yankovic	"Cavity Search (Paody of ""Hold Me_ Thrill Me_ Kiss Me_ Kill Me"" by U2)"	TRMLRJW128F4263C3C	D#_minor
Glen Gray & The Casa Loma Orchestra	Early Autumn (Digitally Remastered '03)	TRMLUIB128F4264A0E	F_minor
Cascada	Miracle	TRMLZVP128F14B0234	D_minor
Reckless Kelly	Break My Heart Tonight	TRMMDQF128F92E74D0	D_minor
Jeannie C. Riley	Words - Re-Recording	TRMMGFX128F92E0CA1	F_major
Christos Dantis	Skase	TRMMHXK128F42AF4AC	C_minor
Bitty McLean	It Keep Rainin' (Tears From My Eyes) (Radio Edit)	TRMMIZZ128F4289298	Bb_minor
Indochine	Bye Bye Valentine	TRMMJSR128F9307702	Ab_major
Soundgarden	Gun	TRMMNLJ128E07937A1	E_minor
Diego Torres	Alguien La Vió Partir	TRMMNZV128F933A2D1	A_major
Little River Band	Help Is On Its Way	TRMMPDJ128F429472E	B_minor
Heaven 17	Play To Win (12'' Extended Version)	TRMMPLV128F425F37F	G_minor
ZZ Top	Sharp Dressed Man	TRMMSSG128F92C6877	G_minor
Natural Born Grooves feat. Thea Austin	Bad Bad Baby	TRMMTZA128F93417B0	C_minor
Kreidler	La Casa I	TRMMUMI128F14AFD72	Bb_major
Roger Whittaker	You Needed Me	TRMMWTG128F4283F07	G_major
Verona	La Musica	TRMMXWK128F4228043	C_minor
The Chantels	Prayee	TRMMZOT128F149E9EE	Bb_minor
R.E.M.	Losing My Religion (Live) (Athens 1992) (Applause Faded)	TRMNAEL128E0785820	A_minor
Electro Mode All Stars	Breath Of Life (as made famous by Erasure)	TRMNAXK128F9302C7D	D#_minor
David Johansen	Justine	TRMNBWE128F9323713	D_minor
Midge Ure	Vienna	TRMNCKM128F14AC1FA	F_major
John O'Callaghan	Big Sky	TRMNCLY128F92E903B	E_minor
Philippe Rochard	Lonely Day	TRMNELS128F92EE27D	G#_minor
The Delfonics	I Gave To You	TRMNHCF128F42AA6D9	A_minor
Pat Farrell	Pay No Mind	TRMNHHP128F92CF542	Bb_minor
Charly García	Superhéroes	TRMNJHE128F93093B3	C_major
Berlin	Take My Breath Away	TRMNRQF128F4259E46	Eb_major
Beat Service	Hiding To Nothing	TRMNSIO12903CC0FEE	G_major
Marisela	Y Voy A Ser Feliz	TRMNUMV128F9309359	D_major
Maywood	Mano	TRAZPHA128F1483883	C_major
David Tao	Love Can	TRAZSUJ128F4243934	E_major
Faith Hill & Tim McGraw	Let's Make Love (Album Version)	TRAZUVK12903C9ACBA	C_major
Skizoo	Renuncia Al Sol remix Bigsimon	TRAZWTU128F427B768	B_minor
Brian Wilson	Love And Mercy (Remastered Album Version)	TRAZXWG128E078C701	E_major
Christian Chávez	Y Si No Ves	TRAZYJZ12903CF5359	E_major
X-Wife	Ping-Pong	TRAZYXX128F4276DDF	F#_major
Manolo Garcia	Nunca El Tiempo Es Perdido	TRBAAAB128F429240F	G#_minor
P.Lion	Happy Children	TRBACSJ128F424FACC	C_minor
Whitney Houston	Didn't We Almost Have It All	TRBAFNH128F428CB96	G_major
Rufus Wainwright	Going To A Town	TRBAINE128F42B8948	C_minor
Vonda Shepard	Searchin' My Soul	TRBAJVN12903CF5444	F_major
The Troggs	Wild Thing	TRBAKTC128F93358D6	E_minor
Jody Bernal	Que Si_ Que No	TRBAMLU128F146F6B2	D_major
Eddie Cochran	C'mon Everybody	TRBAMXP128F92FC856	E_major
Otis Redding	My Girl [Live Europe Version]	TRBAOEN12903D07674	C_major
Bill Medley & Jennifer Warnes	(I've Had) The Time Of My Life	TRBAOSL12903CA4519	E_major
Natalia	Risin	TRBAPBF128F42B0CCD	Eb_major
Big One	Comfortubly Numb	TRBATUH128F92E6BBC	B_minor
Britney Spears	Oops!...I Did It Again	TRBAUVN128F932FEF8	E_major
Josh Wink	Don't Laugh (Manoo's Laugh Remix)	TRBAUXO128F930820D	F#_minor
Joi Cardwell	People Make The World Go Round (Original Mix)	TRBAYHB128F428BAA9	A_minor
Alex Ubago	Ciudad desierta	TRBAZKT128F931F671	E_minor
Streetwize	U Don't Have To Call	TRBBCJH128F930C970	Eb_major
Ha Ha Tonka	The Outpouring (Album)	TRBBCMY12903CB2833	F#_major
Mamelo Sound System	D-Repente	TRBBDZW128F9300562	C_major
Eros Ramazzotti & Anastacia	I Belong To You (Il Ritmo Della Passione)	TRBBELW128F92DFDF0	E_major
Bouncing Souls_ The	Don't You (Forget About Me)	TRBBHME12903CC80A7	D_major
Jelly Roll Morton	King Porter Stomp	TRBBLPI128F9341EEE	Db_major
Tam Tam Go!	Atrapados En La Red	TRBBMAL128F146B288	F#_minor
HAMMERFALL	Always will be	TRBBOFI128F4291250	C#_major
Giuni Russo	I Ragazzi Del Sole	TRBBSFX128F426D4A1	D_major
LMFAO	La La La	TRBBTJL128F9311B15	Ab_major
The Platters	Smoke Gets In Your Eyes	TRBBWUG128F9325CAF	Eb_major
Frans Bauer	Viva Holiday	TRBBXIQ128F9329F29	Ab_major
Phil Collins	You Can't Hurry Love (Live)	TRBBYDT128F14805B4	G_major
Tukan	When you hear the silence	TRBCBQY128F92E6602	E_major
Hanson	If Only	TRBCGDY128F1453465	D_major
Michael Jackson	Smooth Criminal (Radio Edit)	TRBCGZZ128F92EB4BF	A_minor
Richard Clayderman	How Deep Is Your Love	TRBCHAI128F933BD72	Bb_major
The Teddybears	Sommeren '55	TRBCHJU12903D12D91	C_major
Dannii	All I Wanna Do [Tiny Tim & The Mekon Dream Dub]	TRBCHRT128F42987A9	E_minor
Neil Diamond	Reminisce For A While (Sung With Raul Malo)	TRBCIXV128F4261F09	C_minor
Los Lunes Que Quedan	Dime Que Me Quieres	TRBCLWV128F1471333	A_major
Tracy Lawrence	As Any Fool Can See (2007 Remastered Album Version)	TRBCMYF128F4298D4C	G_major
Roman Salzger	Sunday Night Shuffle	TRBCOCL128F42AA9A4	D_minor
Colossus	Supersonic Blackhawk Jet - SR-71 Flyover Re-Visited	TRBCQLR12903D11151	Eb_major
Culture Beat	Mr Vain	TRBCQSK128F92DF8BB	D_minor
Jimmy Ruffin	What Becomes Of The Brokenhearted	TRBCRKG128F92EF834	F_major
Faster Pussycat	Nonstop To Nowhere (LP Version)	TRBCTNL128F148615B	A_major
Gordon	We've Got The Power (edit)	TRBCXUA12903CEC596	D_major
Whitney Houston	You Give Good Love	TRBCZNE12903D09503	E_minor
The Monkees	Shades Of  Gray	TRBCZTN128F4241B28	G_major
Kleerup featuring Linda Sundblad	History  (Feat. Linda Sundblad)	TRBDDUP128F92F953C	E_minor
Russ Morgan	Love Divine_ All Love Excelling	TRBDFRL12903CFD5A1	F_major
2raumwohnung	36 Grad (Paul van Dyk's Vandit Clubmix)	TRBDGOX128F428E2B9	A_minor
Apocalyptica	In Memoriam	TRBDGTT128F146394F	G_minor
Litfiba	Sotto il vulcano	TRBDIMH128F9346608	G_minor
Maroon 5	Sweetest Goodbye	TRBDIOP128EF35F99C	D#_minor
Mark Brown Featuring Sarah Cracknell	The Journey Continues (Acoustic Version)	TRBDJLL128F425F672	A_minor
Marilyn Manson	Lamb Of God	TRBDQDR128E07925BC	C_major
Missy Higgins	Ten Days (Album Version)	TRBDQLL128E078B757	A_minor
Showaddywaddy	Under The Moon Of Love	TRBDSCX128F92D0D71	C_major
Rohff - Amel Bent	Hysteric Love	TRBDSEZ128F93039FE	F_major
Company B	Fascinated (Re-Recorded / Remastered)	TRBDSGE128F93080E0	F_minor
Randy Travis	On The Other Hand (Album Version)	TRBDSWA128F92FE70A	F_major
The Beautiful South	Don't Marry Her	TRBDTMD128F145A5F5	C_major
J. Karjalainen Electric Sauna	Hölmö nuori sydän	TRBDUAN128F429914D	G_major
Tenfold Loadstar	New young	TRBDWKO128EF33DEA3	A_major
Joan Armatrading	True Love	TRBDXBG128F4287F0B	F_minor
yoomiii	Superstar	TRBDXUR128F4272750	E_major
Tuomas Rantanen	Metamorphosis	TRBEBMM128F92F38A6	Bb_major
Hannah	Shadow On The Wall (Riffs & Rays Club Mix)	TRBEDSX128F934C390	G#_minor
Death Cab for Cutie	Grapevine Fires (Album Version)	TRBEFSV128F422B02C	Eb_major
The Roches	Losing True (Album Version)	TRBEIBI12903CC4C7B	E_major
Roger Shah	You're So Cool	TRBEJRR128F92E0494	A_minor
The Highwaymen	Here Comes That Rainbow Again	TRBEMXQ128E079851E	G_major
Collin Raye	If I Were You	TRBENUP128F426696A	E_minor
Joan Jett and the Blackhearts	Spinster (Album Version)	TRBEPVA128F92E52FB	A_minor
Proficy	Love_ Respect & Loyalty (feat. Sophie & Cait La Lee)	TRBEPWY12903CB1CBE	F#_major
Caramell	Expolodera (som dynamit)	TRBERCZ128E0787D93	Eb_major
Ultravox	Loves Great Adventure (2009 Digital Remaster)	TRBEVFO128F9330CB4	G_major
Efecto Mariposa	Quien (Fuengirola 07)	TRBEXLV128F427620E	B_minor
Ice Mc	Russian Roulette	TRBEZSP128F42ADCB0	F_major
Elvis Presley Vs Spankox	Don't Be Cruel	TRBFCHU128F92E1B69	D_major
Philip Oakey & Giorgio Moroder	Together In Electric Dreams (2003 Digital Remaster)	TRBFCIK128F429DB42	Eb_major
SEAN TYAS	Tingle	TRBFDAM128F932DC58	G#_minor
Lisa Stansfield	Real Love	TRBFDHO128F4294AF0	C_minor
Bob Dylan	I'll Be Your Baby Tonight	TRBFELB128F426BFF2	A_minor
Cascades	Rhythm Of The Rain (LP Version)	TRBFEXJ128F147C6B8	E_major
Los Fabulosos Cadillacs	Twist Y Gritos (Twist & Shout)	TRBFNOR128F933B0F5	G_major
Mylo	Drop The Pressure	TRBFPPE128F42ACEB3	A_minor
Lara Fabian	Alleluia	TRBFPTI128F92FC318	D_major
Jan Hammer	Tubbs And Valerie	TRBFQAY128E078F6C1	F_major
The Jimi Hendrix Experience	The Wind Cries Mary	TRBFSUW12903CD5257	F_major
The Crests	Sixteen Candles (Digitally Remastered)	TRBFVKF12903CD2E0E	D_minor
Sebastien Leger	Victory (Hipp-E remix)	TRBFWPB128F422B78C	D_minor
Pieces Of A Dream	Love Of My Life	TRBFWQA128F4275D5A	F_major
Ke$ha	Your Love Is My Drug	TRBFYNY128F92F8755	F#_major
The Crests	Sixteen Candles (Digitally Remastered)	TRBFZYK12903CEB3B7	D_minor
Katrina And The Waves	Walking On Sunshine	TRBGABI12903CDF3E1	Bb_major
Yes	Adagio from Toccata_ Adagio_ and Fugue in C major: 12/30/1899 3:51:00 AM	TRBGBRW12903D01121	E_minor
Capital Inicial	Primeiros Erros (Chove) (Ao Vivo)	TRBGCHI128F933B1F3	D_major
Tiffany	Kids In America	TRBGCPM128F42721F2	B_minor
BBE	Seven Days And One Week (Ferry Corsten Remix)	TRBGGMW128F422401E	C_minor
Cesare Cremonini	Marmellata#25 (live)	TRBGGQS128F4289405	A_minor
Helen Reddy	I Am Woman	TRBGNDD128F14570D9	G_minor
Springbok Nude Girls	1 More Time	TRBGODU128F92D4D27	E_minor
Maximilian Hecker	Creep Live Version	TRBGRAN128F9339A1B	G_major
Phil Collins	Everyday	TRBGRIP128F147FCA6	Bb_major
Vougan	Sentinela	TRBGSBH128F930B3B7	Bb_major
Sheena Easton	For Your Eyes Only (Digitally Remastered 93)	TRBGZMH128F14581F6	G_major
Rufus Thomas	Walking The Dog	TRBGZSH128F14750E4	Eb_major
George Jones	These Old Eyes Have Seen It All	TRBHAFV128F425D48E	E_major
Thelma Houston	Flame  (almeno Tu Nell'universo)	TRBHAGF128F93003CB	F#_major
Whitney Houston	Thinking About You	TRBHDQU12903D09504	E_major
Mister Ries	Fuck You	TRBHFZP12903CE88C3	A_major
Pam Tillis	Let That Pony Run	TRBHHCT128F4285328	C_major
Blaine L. Reininger	Cowboy Elektra	TRBHIZO128EF356FFE	G_major
Kraftwerk	Tour De France Étape 3 (2009 Digital Remaster)	TRBHSWH12903D07A35	Eb_major
Studio Sound Group	Angel of Harlem	TRBHTGQ12903CCC046	C_major
Heino	Wie ein Vogel im Wind	TRBHUAP128F42919E4	D_minor
Rod Stewart	The Best Of My Love	TRBHUEW128F42BB8FA	E_minor
The Legends	Lucky Star (Jimahl Remix)	TRBHVVZ12903CB6401	D_major
The Chemical Brothers And Spank Rock	Keeping My Composure	TRBHYMH128F428F87E	A_major
Alibi Vs Rockefeller	Sexual Healing (Freemasons Dub)	TRBHYML128F4285015	C_major
Whysall Lane	Everything Slows Down	TRBHYNI12903CFE780	C_major
Kelly Marie	Silvery Moon	TRBHYST12903D08A79	F_major
Ana Gabriel	Quién Como Tú	TRBIAPG128F9314D7A	Ab_major
Madonna	Papa Don't Preach	TRBIBLJ12903CCF436	F_minor
Britney Spears	Womanizer	TRBIDGR128F932FC6C	E_major
The Christians	Small Axe	TRBIDZO128E0792AEE	G_major
Minnie Riperton	Lovin' You	TRBIFUV12903D07374	E_major
Jason Collet	We All Lose One Another	TRBIGBJ128F92ECBD0	B_minor
BoomTown	How Old Are You	TRBIGNH12903CB39F4	C_minor
Sheena Easton	Morning Train (Nine To Five) (1993 Digital Remaster)	TRBIJGE128F14581F4	Ab_major
Aaron Watson	True Love Ways	TRBIMUG128F92F687F	D_minor
Siw Malmkwist	Liebeskummer lohnt sich nicht	TRBIMVR128F4243D30	Ab_major
Sviatoslav Richter (piano)	F.Chopin:Prelude_ Op.28. ?23 (F major)	TRBITMM128F428624A	F_major
Bermuda Triangle	Tay Tool 1	TRBIXBO12903CB2EFA	F_major
Tears For Fears	Everybody Wants To Rule The World	TRBIXDZ128F427E461	D_major
Angel Stoxx	Polyloved	TRBJABR128F934DADF	F#_minor
Me In Motion	You Move Me	TRBJBQS12903CD3127	G_major
Love Affair	Everlasting Love	TRBJDEP128F424EAC7	E_major
James Hardway	Vibe Merchant	TRBJEOY128F92EC70C	E_minor
Dannii Minogue	Dannii Minogue vs Dead Or Alive (Begin To Spin Me Round)	TRBJGHA128E0795224	E_major
Mannheim Steamroller	The Great Gate Of Kiev	TRBJGLF12903CE6A2E	Eb_major
Will Young	Who Am I	TRBJILU128F425A99C	F#_major
Andrew Gold	I Get Around	TRBJION128F930724D	G_minor
Kamaya Painters	Endless Wave	TRBJNDC128F931663E	F#_major
Lara Fabian	To Love Again (Si Tu M'Aimes)	TRBJNZF128F4278BFC	F_major
Rufus Thomas	Walking The Dog - Live	TRBJOLO128F930C0C9	Eb_major
America	Only In Your Heart	TRBJTVW128F932D26C	G_major
George Ducas	Only In My Dreams	TRBJUFK128F425F28B	C_major
Ronnie Milsap	Daydreams About Night Things	TRBJUVR128F426312A	G_major
The Association	Never My Love	TRBJXPJ12903CC7933	F_minor
His Statue Falls	Interlude One	TRBKCQX12903CA0E32	F_major
Michael Crawford / Michael Reed	The Music Of The Night	TRBKDAB128F92E732D	G#_minor
Daniel Balavoine	Le Chanteur	TRBKDGG128F42B797C	E_minor
Konstantion	The Far East	TRBKDPM12903CCBF8B	G_major
Victoria Williams	You R Loved  (LP Version)	TRBKDRS128F427D4D9	A_major
Paul McCartney / Wings	Junior's Farm	TRBKFGA12903CFB7D6	G_major
Eastmountainsouth	Too Soon	TRBKFPC128F148ADDF	C_major
The Gap Band	Outstanding	TRBKFPM12903CE39C7	F#_major
Elvis Presley	(Let Me Be Your) Teddy Bear	TRBKGDE12903CD38D2	G_major
Glenn Morrison	Maxim	TRBKKPO128F92D01F5	F_major
Sound Choice Karaoke	Ghost In This House - Karaoke	TRBKLLA128F425A5FF	E_minor
Britney Spears	...Baby One More Time	TRBKMAL128F92D5092	Bb_major
Madonna	Take A Bow (Album Version)	TRBKRTH128E078A7EC	F_minor
Andy Moor	Faces	TRBKTBE128F932DC01	C#_minor
Krokus	To Rock Or Not To Be	TRBKUVK128F933CC89	A_major
Gary Smith	Touch The Stars	TRBKWGB128F424845F	E_minor
Frederik	Schlaf Kindlein_ schlaf - Karaoke	TRBKXMQ128F92FDD68	A_minor
Neal McCoy	What Would Love Say (Album Version)	TRBKXVL128F92FE6CD	D_major
Rex Allen_ Jr.	Drink It Down Lady (Album Version)	TRBLAEV128F423C420	C_major
Rachel Unthank And The Winterset	River Man	TRBLAOQ128F92F6E91	D_minor
The Cure	How Beautiful You Are	TRBLASP128F147CD7E	G_major
Argos	Part Three_ From Liverpool to Outer Space (III. Meet the Humans)	TRBLBRO128F9347B63	B_major
The Supremes	You Keep Me Hangin' On	TRBLBUL128F932277E	G#_minor
The Nolans	Gotta Pull Myself Together	TRBLFER128F92EB509	E_minor
James Galway	When a Man Loves a Woman	TRBLGMU128F428F074	C_major
Sheryl Crow	Soak Up The Sun	TRBLNQK128F42149CC	E_major
Massimo Di Cataldo	Veramente	TRBLUML128F42B0656	D_major
Roger Williams	Autumn Leaves	TRBLWHS128F93272C8	A_minor
Thiago Derucio	Non Ci Sei	TRBMDKE128F92CF0F8	Ab_major
Just Jack	No Time	TRBMEYU128F422BD3D	Bb_major
No Address	Lasting Words (Album Version)	TRBMITH128F4282301	E_minor
Gary Lewis & The Playboys	She's Just My Style (Digitally Remastered 90)	TRBMJWE128F145B067	A_major
Donna Summer	This Time I Know It's For Real	TRBMLWR128F148B0B3	B_minor
Burnout	Basket Case (Green Day cover)	TRBMMRG128F933BEEC	Eb_major
Topmodelz	Take On Me	TRBMPVQ12903CD434C	B_minor
Tune Robbers	Stars	TRBMRMZ128F92DA4AF	D_major
Smokie	Somethings Been Making Me Blue	TRBMTSR12903CB00EE	G_minor
Silicone Soul	The Snake Charmer	TRBMVQL128F148E8DE	E_minor
Radiohead	Pyramid Song (Live At Canal+ Studios_ Paris)	TRBNAJU128F932E76B	F#_minor
